polymer_type,natural_fiber,fiber_percentage,molecular_weight,moisture_content,ph,temperature,density,tensile_strength,elastic_modulus,flexural_strength,impact_strength,degradation_time,weight_loss,water_absorption,biodegradation_rate
Silk,Flax,7.653426772509793,121696.90515233953,7.795357000680777,5.586724655138456,32.00780522658788,1.341,53.61,3.88,68.31,5.61,346.0,61.34,20.19,0.215
PGA,Kenaf,25.43926556967722,315740.2936385792,6.64323279444679,6.348746309118165,32.452757212181915,1.583,98.82,7.06,132.81,11.29,402.2,55.23,24.62,0.139
PLGA,Sisal,20.016284346366717,271265.9706549803,17.276729484079336,7.542822238173902,45.46981586404566,1.38,73.27,5.52,96.86,9.69,315.7,66.05,36.11,0.206
Collagen,Hemp,26.237284740493866,327842.07102788857,11.213425663195805,8.380614271686067,33.36693893332593,1.381,105.56,6.82,140.88,11.57,389.4,57.05,30.63,0.179
PLA,Hemp,13.804161243278587,251163.26020023867,5.663270031764137,4.711765444979583,35.24489949914695,1.264,81.64,5.37,106.54,8.85,382.4,55.05,21.29,0.194
Starch,Banana Fiber,10.37372570298264,245832.76255493076,17.723495505552943,8.28256678682152,42.37927841959436,1.449,55.86,4.74,73.49,8.7,337.9,61.17,31.7,0.216
Gelatin,Coir,33.65414983796204,31108.61091121002,7.894569032558159,8.494701990239077,31.639695656771046,1.377,37.36,5.38,56.81,7.66,264.4,74.45,31.23,0.324
Collagen,Rice Husk,44.62097209765169,181875.68917601806,12.189191440242862,8.138317764941968,33.62056743228387,1.484,57.8,7.45,88.65,11.47,273.8,72.45,39.27,0.333
PGA,Bamboo,43.60509960625686,94085.95397709537,13.443589592124125,4.933536861577949,21.11356770699309,1.667,55.67,7.19,84.84,9.7,260.0,75.58,38.69,0.34
PLLA,Banana Fiber,29.801937719692493,133706.06693408234,8.467881035001632,7.862801034335435,23.99540288332995,1.309,58.55,5.65,87.62,9.37,331.4,65.35,30.58,0.244
PLLA,Coir,33.72534424589203,343221.0028788293,10.34262695555144,7.059047214540394,33.75978210018204,1.342,84.43,7.43,118.12,13.54,387.7,55.29,32.79,0.18
PBS,Sugarcane Bagasse,33.39807973797528,57360.62650437653,5.456401822586795,4.538106157422569,21.36993463215085,1.391,46.59,5.61,73.06,8.08,294.9,69.77,27.77,0.293
PLA,Hemp,43.03637077724309,261195.67054521362,9.18605897014975,8.437504845866199,29.210395570003364,1.379,116.15,8.05,159.54,13.46,342.5,63.89,35.75,0.264
Alginate,Hemp,7.635884677581324,85342.34939867943,6.628201452221025,5.10209489333287,33.11732187933927,1.402,46.77,3.53,63.53,4.68,327.8,64.1,17.4,0.218
PGA,Kenaf,44.04428598791731,32368.428638767455,10.533055894976105,6.087285587692117,23.048520695583157,1.635,65.95,6.54,94.55,8.59,252.2,77.33,35.44,0.353
Cellulose,Nanocellulose,37.02104954165081,190453.98683132813,12.553190600562496,4.621090016152973,21.95976605838205,1.623,131.35,7.04,177.05,11.0,310.5,65.14,35.94,0.217
PGA,Bamboo,15.895979306936582,81588.89560310179,11.631085814195494,5.738076459315154,20.488412046909204,1.559,39.21,4.4,54.16,5.66,322.3,63.55,26.66,0.21
PHBV,Coir,7.698236956044548,338949.2019141047,14.31582655004659,6.773302893305159,34.55967892294328,1.301,67.78,5.0,84.9,9.59,404.8,54.1,27.14,0.16
Starch,Kenaf,10.969028480683864,95182.95587497477,2.185245481492842,8.223412489712018,24.405053342577368,1.445,55.74,4.32,72.56,5.58,385.1,54.57,13.9,0.163
Alginate,Rice Husk,33.85802377805983,91451.28769115772,2.7968465574514303,8.46145810469463,40.657897164048876,1.537,52.31,6.44,76.75,8.51,286.5,70.99,25.07,0.314
Starch,Kenaf,46.71246915502056,40293.415891468205,4.8876827538600045,6.193433100269395,34.7882151095984,1.538,75.04,7.25,111.78,9.81,258.8,78.99,32.68,0.345
PHA,Coir,23.406150791847562,135542.2843772516,17.765741803626216,6.212735547704846,20.56811232975389,1.348,36.9,5.0,55.47,8.48,306.5,67.75,37.68,0.251
Silk,Wood Flour,25.85181508878719,37715.73597727972,14.704422870292152,5.141373727188684,21.771043944658445,1.452,26.51,4.79,39.63,6.85,268.1,73.07,34.88,0.294
Silk,Flax,56.37805282753618,189643.72327780066,16.74799678458988,6.4934355866422475,47.5335051792774,1.478,121.76,8.69,175.09,13.88,210.6,89.16,48.0,0.502
PLGA,Banana Fiber,16.71571962179168,191795.4057047708,5.989490800390063,8.260324063044699,23.730042817862234,1.322,64.45,5.17,87.85,7.86,384.6,56.89,20.59,0.17
PBS,Coir,10.70621835164434,47037.85186047551,10.968632181377654,5.161584629765969,42.71972036324814,1.298,26.01,2.98,35.92,4.55,260.9,76.0,23.92,0.357
Chitosan,Jute,23.887556259000988,106819.92863597319,10.65559913822643,5.565892972382228,27.38814293637025,1.423,55.08,5.22,77.81,7.81,299.0,69.6,30.6,0.252
PLLA,Hemp,46.025716572075055,296274.0752461926,10.897062694078521,8.0652714948749,29.646991069309983,1.425,123.32,8.46,169.24,13.97,354.6,57.85,37.82,0.175
Gelatin,Bamboo,39.43425100808725,178014.32733611728,13.339854524348127,7.005722455309129,20.743726843109155,1.364,64.74,6.85,94.51,11.06,322.9,64.62,39.88,0.183
Silk,Sugarcane Bagasse,27.868749165326307,169075.21330744692,8.00067051751166,5.8220289518359,36.68445723079716,1.418,61.21,6.06,86.2,9.44,319.0,66.41,27.7,0.239
Alginate,Sugarcane Bagasse,58.06138930575068,253608.62315577542,12.673970943186658,7.750979860656125,34.0113351383919,1.583,82.16,9.6,121.62,15.2,286.7,70.69,44.88,0.306
PGA,Bamboo,45.42480410620153,258762.22191656713,14.509211228106949,4.9358565668084395,42.348636248629916,1.669,83.45,8.38,118.16,13.28,267.0,72.88,41.29,0.321
Gelatin,Banana Fiber,8.402378341081159,273828.03225461964,6.269708393971506,7.933405463326006,47.17067900393266,1.287,72.74,4.8,93.39,8.03,398.6,54.39,18.18,0.146
HA,Nanocellulose,45.95472941197266,295754.3440275822,17.10476278440731,6.572006663951238,36.43126397579494,1.187,156.17,7.73,195.0,14.12,291.5,70.72,48.0,0.297
Starch,Flax,6.322120574822209,104320.20684875823,10.04779224259255,7.52773772158247,48.5680027522793,1.501,46.08,3.76,58.36,5.14,317.2,65.41,20.1,0.27
Silk,Jute,40.7677827714573,51241.79432939233,13.590584612277809,6.5735663662645,24.444417849947108,1.418,55.88,6.24,84.54,9.22,251.5,77.48,40.76,0.379
PGA,Hemp,16.576555996096232,151684.7611562627,13.527260853070224,5.485091687595894,30.339368861495934,1.625,63.66,4.94,83.85,7.54,306.0,65.56,28.3,0.254
Silk,Sugarcane Bagasse,43.30432149706567,303631.33139940875,10.826514764947861,7.06339449113711,44.89525318135258,1.45,86.81,8.48,120.19,13.52,317.8,62.06,38.02,0.208
PLLA,Banana Fiber,22.037876165628788,54969.17257138176,6.82428096173135,5.119164544027164,36.59943310232424,1.303,44.92,4.66,67.35,6.8,276.7,73.7,25.3,0.34
HA,Banana Fiber,53.01534693755607,214305.21561694404,12.504501122325681,5.4194817381927045,36.40914479278457,1.188,82.36,7.95,119.77,13.79,260.4,74.9,46.0,0.332
Collagen,Banana Fiber,23.530261012530325,254346.54372524587,2.94020040987017,6.69730267604809,33.811574833106604,1.388,84.78,6.32,113.38,9.99,399.2,53.49,21.71,0.181
Silk,Bamboo,39.083272047236335,184050.3082503351,17.69368389727432,6.059934325240878,20.55998701228769,1.45,59.83,6.94,86.58,11.29,294.4,68.95,43.33,0.264
PHA,Jute,20.726015780969355,111656.14195411457,4.535954811220055,7.480809141148875,22.410209096709092,1.314,61.52,4.91,82.62,7.38,366.1,57.64,21.07,0.197
Alginate,Kenaf,55.447184982819806,134419.03418347615,6.044532069043179,6.834289910166473,22.685439761873187,1.559,97.01,8.46,142.88,12.42,304.0,69.51,35.14,0.258
Silk,Nanocellulose,47.95477895654948,52928.671354747545,17.248245753236795,6.025340510435651,25.683748453845915,1.506,121.7,6.76,164.92,9.52,222.3,84.38,45.21,0.446
Chitosan,Banana Fiber,18.381658198953172,123626.73514837763,4.577932727364336,5.806919739338859,22.828280407617378,1.382,60.32,4.72,83.54,7.2,363.0,60.98,19.12,0.215
Gelatin,Coir,57.183819190726275,44200.96241960778,4.306529522753332,8.152971127871949,23.19811453076352,1.434,52.58,7.85,84.77,10.8,265.5,74.53,36.39,0.307
Gelatin,Coir,24.643667426692552,262423.99940286996,14.774843667725635,4.6603306478425806,39.10671786142665,1.343,63.11,6.13,87.61,10.79,316.4,66.63,34.32,0.217
PLLA,Banana Fiber,40.85257212169531,317358.48912373965,5.646254829423663,7.264124156736421,23.550415474208545,1.382,102.86,8.5,139.83,13.98,409.0,54.06,30.58,0.14
Alginate,Wood Flour,45.8569277112918,232724.20110514975,3.0629887022248488,6.067594315582001,33.95098449809205,1.515,83.28,8.45,119.84,12.62,342.3,62.65,30.11,0.204
HA,Hemp,6.2596188805701765,240145.03133861974,5.239609958891435,6.009430698253601,21.893875876568927,1.071,66.82,4.04,86.93,8.08,436.9,51.84,18.66,0.143
PHA,Jute,57.74320403864854,181085.54788492358,16.15816416426777,7.107507093139123,28.082211517817857,1.431,87.61,8.59,131.85,14.0,259.6,76.99,48.0,0.388
PHBV,Sisal,23.94427183480507,79931.66374563458,6.125266559991907,7.901859012975317,47.730478683651924,1.36,58.77,5.16,80.62,7.13,286.0,71.55,22.74,0.3
Alginate,Bamboo,15.437839138717333,32472.045201078286,12.968498520881004,7.397648981280276,20.930204716032467,1.455,28.33,3.68,38.57,5.23,320.9,65.57,28.03,0.264
Gelatin,Rice Husk,51.78892854506739,140072.31923538275,8.019797286411343,7.180445072980087,46.30885319267203,1.411,56.49,7.87,87.11,12.27,245.8,77.91,38.22,0.373
Chitosan,Rice Husk,43.659460555287794,270476.338358706,5.824959657178891,6.484809800165587,42.78827773018879,1.459,78.87,8.43,112.38,13.36,334.2,61.09,31.97,0.22
Cellulose,Coir,9.770879994284392,337338.1053809861,3.876782218019164,6.3767138556531995,47.6274836598533,1.511,86.15,5.88,112.73,9.6,422.9,53.85,15.27,0.177
Collagen,Sugarcane Bagasse,11.437451975722325,167947.1762374077,17.541163521149304,6.342861101947506,43.606147376676404,1.338,40.12,3.97,54.37,6.55,285.4,72.88,32.74,0.314
PLLA,Sisal,44.33555288595069,146925.12394673057,10.098406480417905,5.0817898531385275,44.785370791476154,1.346,85.57,6.86,122.16,11.06,246.1,78.73,36.29,0.38
PHBV,Rice Husk,9.113079077749617,172706.722026042,3.393457387637697,6.7380119534878204,23.231716393739678,1.303,58.53,4.41,77.02,6.73,416.4,51.45,15.69,0.156
Chitosan,Flax,55.44464893182358,166887.9666573418,4.780430605320763,5.761857112280042,45.06638497390068,1.514,134.51,8.77,185.6,12.85,256.0,77.35,37.13,0.341
HA,Flax,45.784707532119825,230281.5465595664,8.220401782330514,6.972911584901382,34.31363013677976,1.167,122.82,7.77,165.77,13.57,322.5,64.28,36.66,0.243
Cellulose,Hemp,23.452071328184385,264927.16707138985,10.478813689147945,6.6373409904975755,30.547372334158894,1.58,94.15,6.44,125.2,10.44,370.1,57.89,28.18,0.177
Starch,Sisal,24.961632857393603,281186.5674414657,4.499647170954788,8.259696781445658,24.615741162038493,1.49,98.12,6.94,131.5,10.97,424.6,54.16,21.23,0.157
HA,Flax,32.85728529122558,237873.53901911931,6.082517903327135,6.2397205282268935,20.02009004902146,1.158,106.78,6.58,141.77,11.52,375.1,55.17,30.2,0.155
Chitosan,Flax,24.85331775066971,170071.66681195455,14.431154364423344,7.157588832050472,39.27887307821883,1.414,74.77,5.39,101.37,8.96,298.6,67.45,33.7,0.255
Starch,Coir,48.090770329107364,334033.2017764923,8.388446398136889,6.871210234759603,41.78066345044052,1.553,93.12,9.21,133.77,14.65,345.0,61.25,36.7,0.223
PLA,Rice Husk,58.610531925588866,257526.30283880522,1.5231390691574178,7.237579031616365,31.64266233587132,1.442,86.4,9.69,123.81,14.96,355.8,58.17,33.95,0.2
PLLA,Hemp,37.14868334910062,166530.57307077682,2.3900147587065375,5.567899435091395,24.92733111061939,1.341,102.6,6.88,143.0,10.82,353.7,61.35,25.49,0.209
Alginate,Jute,29.53205302171409,172906.1686705614,8.748919363505522,5.528995777674407,24.336975014014406,1.488,74.76,6.33,102.57,9.51,341.7,62.53,30.09,0.208
Starch,Banana Fiber,17.252577714751943,291753.8719772849,2.4919426701498297,6.738711824916303,25.047133416220063,1.48,88.92,6.43,113.96,9.92,449.6,51.89,16.33,0.161
Cellulose,Kenaf,40.93883805862901,170973.08407118006,4.369422794894283,7.896246325453405,21.686249194650756,1.645,97.01,7.65,136.32,10.84,351.7,61.34,28.18,0.217
PBS,Bamboo,42.70672739984684,195207.55928930917,13.509961303957276,7.380034734786772,30.789437886228036,1.395,69.03,7.29,101.97,12.03,303.5,67.64,39.95,0.285
Starch,Bamboo,42.68548338579001,123296.7334142797,9.426333107905918,6.45573879872841,38.48484177382873,1.528,63.21,7.11,93.73,10.72,260.9,73.3,37.22,0.33
PGA,Sugarcane Bagasse,6.484176972767077,298452.7468432955,9.460621897182726,5.520377732794536,33.413216495148895,1.539,70.88,5.12,91.03,8.6,417.0,53.05,20.14,0.144
Collagen,Nanocellulose,54.4517155363259,197131.3536970624,11.370598515218271,7.537388904404083,23.764433406655446,1.447,160.0,8.63,195.0,13.71,302.6,66.26,42.23,0.251
PGA,Kenaf,23.595860988604716,206811.5002846169,14.510558024492022,8.204984790450691,44.48448547545869,1.587,71.21,6.08,98.34,8.94,296.8,69.73,33.22,0.266
Alginate,Kenaf,45.9291169364885,311816.1288682876,4.116668192842621,5.352081283939489,28.611686602035995,1.559,123.09,8.97,167.61,14.34,370.1,58.91,30.0,0.17
Alginate,Bamboo,46.789379890517594,324565.52571110707,4.355285294645941,7.696374884850922,38.08039677962395,1.567,107.72,9.28,148.82,14.77,377.2,57.85,30.88,0.209
PLLA,Bamboo,40.780523834673176,293742.0149332864,3.503163528723852,5.18978211392898,27.370515078857284,1.377,96.35,8.12,136.12,13.23,386.3,54.42,28.39,0.192
Alginate,Jute,26.71765877293607,50918.532152738684,16.957683074539922,8.103131913107028,37.84971258278692,1.516,40.33,4.81,57.41,6.95,232.5,82.79,37.88,0.394
Gelatin,Sisal,38.461131924908905,171922.91256963662,11.02528869000464,7.0681995755432245,23.889712611100165,1.373,84.01,6.85,119.99,10.94,319.8,65.52,36.83,0.196
Starch,Sisal,7.210928019183211,139865.9005287761,3.028566978743207,5.22404001704686,39.66499601650337,1.445,60.8,4.29,78.73,5.55,352.4,60.51,13.08,0.239
Starch,Jute,46.90426857033484,98324.73002531799,5.140651754876864,4.645038115187785,37.194922853419364,1.519,81.26,7.67,119.26,10.52,253.2,75.05,31.55,0.332
PLA,Rice Husk,10.47737565805864,320865.24027065147,13.472235823561952,7.278465174473627,35.578788513775635,1.28,67.24,5.22,85.28,9.41,402.7,52.58,29.37,0.138
PHBV,Kenaf,26.821300918978093,314822.0666606412,1.9783627004894861,6.9244072962113865,26.51265298342011,1.362,104.38,7.21,140.5,11.57,437.1,52.83,21.72,0.15
Alginate,Wood Flour,10.699033321573161,178895.32265064018,13.47331670678506,6.945271266026957,35.87476018649629,1.419,48.13,4.23,64.19,6.99,327.6,63.72,27.25,0.202
PGA,Kenaf,51.0390945200502,73059.47221531632,16.539162900179996,6.429047675918714,46.91313615305654,1.706,68.37,7.83,102.56,10.47,172.5,98.0,47.0,0.671
Cellulose,Nanocellulose,35.266631638977756,34276.998506171985,2.430299135227889,6.957772573634987,23.757952174619373,1.571,112.99,6.1,150.87,7.93,314.5,66.37,24.35,0.251
Alginate,Bamboo,43.00253160930998,170309.465780742,4.575937355016218,7.992892369955361,41.11178740009275,1.493,79.28,7.77,113.2,11.31,303.0,66.59,31.13,0.283
HA,Kenaf,42.54201934134372,42785.64754353379,1.5392469266239153,8.308006326349332,23.411377415541025,1.18,74.2,6.29,103.64,9.52,306.8,67.29,26.99,0.264
PLA,Bamboo,51.28834274121775,225057.90141432325,3.299003490742489,5.8780318270586065,30.144625444598628,1.359,92.19,8.75,130.39,13.67,335.9,61.18,33.15,0.225
Gelatin,Kenaf,12.291317183982407,224690.8386816221,11.680360091092005,6.451487872593349,40.514924578996315,1.322,62.35,4.83,81.55,8.07,351.5,61.61,26.05,0.213
Gelatin,Nanocellulose,41.28504772226863,317660.62333358347,2.2394936395957377,5.592111506913378,36.8069320319919,1.39,160.0,8.36,195.0,13.73,373.6,59.31,26.73,0.182
Cellulose,Rice Husk,36.632372992201155,90815.7210525941,8.526278745524369,6.146341397121239,40.347909149825185,1.624,45.67,6.63,70.89,8.81,253.7,77.97,32.06,0.381
Silk,Banana Fiber,6.699341741422346,148846.15757233408,9.806129148077494,7.683554216552054,48.900739668795254,1.352,46.21,3.73,59.79,6.01,328.7,62.8,21.46,0.21
Starch,Wood Flour,16.078259985254142,305054.5244109692,16.459380121496956,6.199956553660003,49.08829973421396,1.475,66.29,5.47,88.82,9.93,332.5,60.87,32.41,0.221
Gelatin,Sugarcane Bagasse,19.716434775802142,181774.8807968368,9.32579086597802,6.066561650111334,47.44606719304572,1.327,57.5,5.07,80.66,8.36,309.8,65.77,26.85,0.289
Starch,Flax,8.990600648604138,49111.45247102216,3.8520010658898407,7.90044441580468,34.844903500027236,1.471,49.65,3.67,67.38,4.37,338.3,59.3,15.27,0.207
Silk,Jute,24.50958932443408,65450.85171056915,6.273321541411424,4.50508944677918,30.231250194722897,1.425,54.43,5.21,77.57,6.92,296.1,68.66,23.71,0.271
Chitosan,Jute,6.496137979351163,290305.4629051044,12.591223533361088,7.908752305022628,28.38776926632574,1.377,67.72,4.71,85.57,8.36,423.7,52.61,24.19,0.165
Collagen,Sugarcane Bagasse,35.425092074175126,267983.1776091241,3.349910868675611,5.225631864314316,37.27067767242943,1.432,86.04,7.79,121.9,11.9,363.4,58.6,25.65,0.2
PLGA,Wood Flour,16.6325528318883,310282.0854933734,5.323755666534245,5.5980479001705366,33.60737189851097,1.364,82.62,6.14,101.58,10.24,414.4,54.76,20.55,0.167
PHA,Kenaf,20.785170803005926,68035.573090926,17.930322497670296,5.946436274137167,49.83574077298359,1.31,39.65,4.1,55.81,6.28,203.4,90.75,37.24,0.548
Gelatin,Flax,55.07593943942062,273333.3580148888,1.5913204200648154,8.02260892341404,36.067256780169174,1.442,154.54,9.46,195.0,15.11,345.2,61.59,31.46,0.187
PHBV,Nanocellulose,32.6549267017939,239633.39678662052,4.0110246677434285,8.134726163375285,29.86952796508486,1.364,135.86,6.97,177.9,11.58,378.5,57.79,25.78,0.17
HA,Sisal,19.79576621844287,104333.8371651337,15.420816380794296,7.1447142291933545,39.07874135228843,1.083,44.78,3.84,64.96,7.01,280.7,72.5,36.21,0.321
PCL,Kenaf,37.915396703643644,341649.40337779553,3.172803383179078,6.257771458250451,21.311525409244286,1.252,115.97,8.21,156.96,13.95,434.8,51.54,28.77,0.134
Chitosan,Rice Husk,16.09192891771226,212513.54212839395,2.0550765921452996,6.564511241299586,23.323595668537266,1.418,69.2,5.4,90.16,8.25,427.6,53.0,15.85,0.133
Gelatin,Bamboo,9.091762717030168,320200.9521270833,3.5016530135704307,6.821606436912013,39.90988924191069,1.311,87.19,5.37,112.61,9.54,439.7,51.33,15.35,0.188
Starch,Sugarcane Bagasse,6.149849492014777,304909.80294623564,12.94435361351407,8.31596321817374,23.700220285777462,1.417,69.96,4.81,91.17,8.63,434.1,53.2,24.0,0.137
Collagen,Hemp,57.334097495694095,136600.1473672357,17.88632377507592,8.376668800623568,42.66233274394685,1.478,101.72,8.43,147.76,13.04,192.8,96.85,48.0,0.583
Silk,Kenaf,44.853595327871396,201506.19583578024,11.245486835611517,7.889331711787434,21.857247637163816,1.457,90.04,7.86,127.45,12.34,331.3,63.09,38.93,0.196
PGA,Banana Fiber,48.99714815608103,168037.85580949494,3.551218439473283,6.834914826675433,37.81668767591324,1.649,90.16,8.5,124.91,11.87,312.3,67.78,31.05,0.266
PHA,Hemp,58.95047504983576,256904.8224832242,4.532349720860349,6.062937896979766,40.35446182178198,1.412,143.03,9.48,195.0,15.18,303.5,68.13,36.78,0.287
PCL,Kenaf,56.239578687739176,218173.44145389687,10.371753141134676,5.421119666743504,43.387835529977494,1.283,104.14,8.48,151.56,13.95,254.4,76.34,43.25,0.339
Collagen,Wood Flour,45.53022592506338,281153.13057191717,13.308360088562676,6.637823441354962,46.57096890727776,1.45,77.19,8.41,110.38,13.77,287.5,70.42,42.33,0.265
Collagen,Banana Fiber,43.16928884006256,33760.72307135505,12.438051015772475,5.882523571922473,29.367086815096464,1.44,49.12,6.24,78.08,9.11,222.9,85.26,40.22,0.446
Cellulose,Hemp,23.526749831445716,250093.8436526587,10.982987222353197,4.790977990564485,41.574933662390535,1.587,89.49,6.36,116.69,9.76,322.9,65.97,27.72,0.239
Gelatin,Kenaf,10.720948848730618,132100.84967028958,17.773451301133445,6.404883033539024,22.421888996415998,1.308,39.09,3.7,54.49,6.0,332.3,61.98,32.25,0.211
Chitosan,Jute,36.55474016021668,101751.08476461376,4.767560178077033,6.784344733241042,44.8938406803433,1.481,73.68,6.56,100.74,9.47,269.5,75.13,27.24,0.333
PBS,Banana Fiber,36.693931229872575,286397.2372347751,4.3529158526463,6.9452605758931645,46.70687074563963,1.327,96.11,7.55,130.79,12.81,354.8,59.89,27.39,0.217
PCL,Hemp,57.37305069786592,58550.78758021932,15.674509971903504,4.795255523908208,42.459732199106455,1.29,91.48,7.36,132.41,11.58,153.8,98.0,48.0,0.733
PHA,Kenaf,29.341394366394013,103107.21443172518,6.298558534580619,6.432440728624801,28.43988335829877,1.345,65.28,5.72,88.14,8.42,320.4,64.16,26.98,0.219
PLLA,Sisal,42.99441933683376,95194.98915192901,6.986685223202212,7.1236522009971,21.87030620677141,1.394,82.13,6.74,117.43,9.8,311.6,64.83,33.96,0.228
